datetime,compound,polarity,subjectivity
07/01/2022 02:00,0.133968406,0.067770052,0.342113378
07/01/2022 03:00,0.113632798,0.082826656,0.348244482
07/01/2022 04:00,0.088422213,0.059290725,0.345807425
07/01/2022 05:00,0.143392195,0.077947301,0.356042384
07/01/2022 06:00,0.105137484,0.059474906,0.335647986
07/01/2022 07:00,0.103940409,0.054535696,0.364604955
07/01/2022 08:00,0.149417381,0.077524969,0.346821378
07/01/2022 09:00,0.166331572,0.104660102,0.336107474
07/01/2022 10:00,0.13143488,0.090189063,0.353395517
07/01/2022 11:00,0.123549725,0.085829122,0.334629361
07/01/2022 12:00,0.141702795,0.088972238,0.351467595
07/01/2022 13:00,0.148625895,0.076815686,0.348265277
07/01/2022 14:00,0.104802968,0.079048946,0.348617435
07/01/2022 15:00,0.147413368,0.070550737,0.354630366
07/01/2022 16:00,0.115189202,0.06808446,0.339950045
07/01/2022 17:00,0.15858662,0.088892791,0.354476737
07/01/2022 18:00,0.132028706,0.076452214,0.34975931
07/01/2022 19:00,0.119959622,0.067144885,0.329263997
07/01/2022 20:00,0.151234278,0.081336102,0.349158771
07/01/2022 21:00,0.147927934,0.081634101,0.348763632
07/01/2022 22:00,0.144041858,0.077003269,0.334856713
07/01/2022 23:00,0.135124207,0.07640916,0.362834394
08/01/2022 00:00,0.127394293,0.080097678,0.345279731
08/01/2022 01:00,0.162986565,0.097998017,0.378114658
08/01/2022 02:00,0.135181636,0.084518068,0.333440889
08/01/2022 03:00,0.162027002,0.099807871,0.372709023
08/01/2022 04:00,0.165493117,0.088465718,0.365129304
08/01/2022 05:00,0.143726609,0.066333866,0.370512918
08/01/2022 06:00,0.127078795,0.082808171,0.331047489
08/01/2022 07:00,0.150015217,0.081786554,0.350500586
08/01/2022 08:00,0.134790353,0.075493301,0.361913623
08/01/2022 09:00,0.137780665,0.093980434,0.338539878
08/01/2022 10:00,0.149294456,0.096698793,0.345444875
08/01/2022 11:00,0.135377457,0.079219103,0.354904374
08/01/2022 12:00,0.098848489,0.066641457,0.356754344
08/01/2022 13:00,0.117506428,0.079864955,0.375131466
08/01/2022 14:00,0.15659525,0.094957869,0.377331698
08/01/2022 15:00,0.147375618,0.085297951,0.370025695
08/01/2022 16:00,0.146284234,0.083876814,0.36874676
08/01/2022 17:00,0.108985772,0.0614122,0.36260624
08/01/2022 18:00,0.126208655,0.075150227,0.370960345
08/01/2022 19:00,0.123497973,0.065757119,0.348265026
08/01/2022 20:00,0.133587982,0.07215428,0.353193564
08/01/2022 21:00,0.11547485,0.063026703,0.3621568
08/01/2022 22:00,0.116456148,0.058944023,0.343362336
08/01/2022 23:00,0.130327744,0.069256684,0.35527072
09/01/2022 00:00,0.134798187,0.056910017,0.342358728
09/01/2022 01:00,0.150271935,0.092804183,0.359780455
09/01/2022 02:00,0.129766475,0.065175734,0.364804519
09/01/2022 03:00,0.168319582,0.085938143,0.370942916
09/01/2022 04:00,0.154211133,0.073998106,0.370228563
09/01/2022 05:00,0.147793038,0.073213021,0.36112588
09/01/2022 06:00,0.144801174,0.076095472,0.35145985
09/01/2022 07:00,0.091597045,0.07062835,0.347516054
09/01/2022 08:00,0.125885625,0.087593614,0.345961022
09/01/2022 09:00,0.170234444,0.099801597,0.363774251
09/01/2022 10:00,0.170093004,0.0848066,0.375492153
09/01/2022 11:00,0.15294495,0.090874468,0.350169618
09/01/2022 12:00,0.164777256,0.093363489,0.347287213
09/01/2022 13:00,0.155391667,0.083495129,0.358862863
09/01/2022 14:00,0.178299356,0.077475274,0.373820878
09/01/2022 15:00,0.162591392,0.094755539,0.353725668
09/01/2022 16:00,0.215921967,0.099012608,0.364678062
