,Open,High,Low,Close,Volume,google_trends,tw_compound,tw_polarity,tw_subjectivity,tweet_volume,re_compound,re_polarity,re_subjectivity
2022-01-01 00:00:00,46210.57,46729.73,46210.55,46650.01,8957.465,71.0,0.228458706,0.127819389,0.399376669,1314.0,0.8061469406392693,0.1062845099831764,0.4649712699320238
2022-01-01 01:00:00,46650.0,46944.56,46570.34,46766.78,7276.249,74.22727272727272,0.235804483,0.115224716,0.380319494,1064.0,0.5237544585987262,0.1654658833230262,0.4694325267985982
2022-01-01 02:00:00,46767.44,46917.87,46709.44,46796.14,4478.713,74.22727272727272,0.216377126,0.094649107,0.391374987,986.0,0.4047211214953271,-0.0030250264706433,0.4995002338630585
2022-01-01 03:00:00,46796.15,46888.0,46746.32,46789.56,4208.992,61.31818181818181,0.254585393,0.124391223,0.376654412,942.0,0.3076527450980392,0.1295567856486223,0.4615806379751958
2022-01-01 04:00:00,46789.55,46868.74,46605.0,46690.81,6149.298,61.31818181818181,0.199023262,0.106416365,0.40529266,832.0,0.6820418367346939,0.1083111564361564,0.4221458402708403
2022-01-01 05:00:00,46690.81,47566.66,46657.99,47184.18,14988.008,53.25,0.272675269,0.18227909,0.426753354,863.0,0.651255748373102,0.0861042343073593,0.4610591029341029
2022-01-01 06:00:00,47184.19,47314.4,46914.84,46972.19,7474.84,62.93181818181818,0.248843,0.138871725,0.390618752,749.0,0.3743484931506849,0.0883357126794047,0.4695430908162819
2022-01-01 07:00:00,46972.19,47247.44,46867.0,47186.83,6227.873,66.1590909090909,0.217157823,0.115935108,0.414908053,752.0,0.7588235697940502,0.2074197518992815,0.4555234609241578
2022-01-01 08:00:00,47186.83,47338.0,47060.74,47117.84,6294.515,69.38636363636363,0.257452804,0.146324203,0.387798857,1047.0,0.3313737226277372,0.057415068655303,0.4450081591585497
2022-01-01 09:00:00,47118.78,47200.0,46920.02,47137.37,5512.434,69.38636363636363,0.247964324,0.136673976,0.399418024,867.0,0.7600403547671841,0.1301768507989706,0.4580166554420906
2022-01-01 10:00:00,47137.01,47293.76,46700.09,46864.09,11859.238,74.22727272727272,0.213742939,0.10650815,0.359005427,814.0,0.7867646666666667,0.0693078449328449,0.4778839370506038
2022-01-01 11:00:00,46867.57,47003.92,46750.0,46755.01,5755.1,74.22727272727272,0.233421134,0.114649147,0.354844596,870.0,0.7136005853658539,0.1392256731885494,0.4364563857104094
2022-01-01 12:00:00,46755.01,47148.0,46755.01,47062.37,6002.673,69.38636363636363,0.174651169,0.107464488,0.35893258,945.0,0.4025332149200711,0.1383582237242723,0.4928487206074056
2022-01-01 13:00:00,47062.37,47200.0,46907.65,47005.55,5855.182,67.77272727272727,0.200161419,0.102792849,0.362182667,1024.0,0.5587475000000001,0.1823560759416022,0.5180401908033487
2022-01-01 14:00:00,47005.55,47105.19,46830.23,46909.2,5335.895,64.54545454545455,0.229066365,0.092945332,0.33992788,1107.0,0.8204545981173065,0.1601430287893066,0.4813149190154254
2022-01-01 15:00:00,46909.2,47488.64,46860.2,47194.78,11099.98,66.1590909090909,0.225803531,0.124067135,0.372319893,1252.0,0.7232236571428572,0.1676442129730173,0.4483136630210906
2022-01-01 16:00:00,47194.77,47500.0,47157.59,47249.99,8978.195,71.0,0.217005384,0.11089542,0.343746765,1338.0,0.7006433198380567,0.1212868382437449,0.5567091629237438
2022-01-01 17:00:00,47250.0,47943.77,47220.03,47733.16,13824.724,75.84090909090908,0.22129924,0.084052557,0.346476007,1590.0,0.5724782222222221,0.0865166177407329,0.404470259839572
2022-01-01 18:00:00,47733.16,47832.04,47400.44,47546.74,9854.73,71.0,0.169680938,0.090271938,0.349992288,1349.0,0.7574106567534077,0.1498847498936431,0.466995561092399
2022-01-01 19:00:00,47546.74,47603.9,47278.67,47326.98,5808.847,66.1590909090909,0.158994872,0.077899879,0.354681466,1188.0,0.6006123720930233,0.169270095402976,0.5231835517443278
2022-01-01 20:00:00,47326.99,47549.98,47223.0,47385.22,5905.027,75.84090909090908,0.197943465,0.108689941,0.37394654,1227.0,0.7153207430340556,0.128586896269332,0.4606058131708824
2022-01-01 21:00:00,47385.21,47533.59,47262.48,47322.2,5161.124,80.68181818181817,0.196269394,0.093691069,0.37549371,1242.0,0.5128148060174188,0.1256900751333582,0.4158866383553637
2022-01-01 22:00:00,47322.19,47484.48,47202.47,47428.16,4628.942,79.06818181818181,0.191667838,0.074525633,0.370792125,1102.0,0.6533708999999999,0.0852744372193306,0.4869491864284766
