,Open,High,Low,Close,Volume,google_trends,tw_compound,tw_polarity,tw_subjectivity,tweet_volume,re_compound,re_polarity,re_subjectivity
2022-01-01 19:00:00,47546.74,47603.9,47278.67,47326.98,5808.847,66.1590909090909,0.158994872,0.077899879,0.354681466,1188.0,0.545294118,0.169270095,0.523183552
2022-01-01 20:00:00,47326.99,47549.98,47223.0,47385.22,5905.027,75.84090909090908,0.197943465,0.108689941,0.37394654,1227.0,0.728044444,0.128586896,0.460605813
2022-01-01 21:00:00,47385.21,47533.59,47262.48,47322.2,5161.124,80.68181818181817,0.196269394,0.093691069,0.37549371,1242.0,0.513631818,0.125690075,0.415886638
2022-01-01 22:00:00,47322.19,47484.48,47202.47,47428.16,4628.942,79.06818181818181,0.191667838,0.074525633,0.370792125,1102.0,0.652578571,0.085274437,0.486949186
2022-01-01 23:00:00,47428.17,47813.43,47267.08,47704.35,7795.54,79.06818181818181,0.196864413,0.102838067,0.353417614,1080.0,0.57493,0.074991882,0.531431145
2022-01-02 00:00:00,47704.35,47745.61,47352.58,47622.14,8231.279,74.22727272727272,0.150971138,0.09400886,0.352632745,1122.0,0.552666667,0.127637713,0.454569842
2022-01-02 01:00:00,47622.14,47633.11,47312.99,47381.21,4396.838,75.84090909090908,0.187581468,0.082039804,0.378417416,1082.0,0.417772727,0.097727631,0.418972762
2022-01-02 02:00:00,47381.21,47454.65,47282.5,47374.28,4189.093,75.84090909090908,0.168407762,0.084835681,0.371031344,1128.0,0.68307,0.141982642,0.480905129
2022-01-02 03:00:00,47374.29,47470.0,47263.28,47330.75,4022.971,74.22727272727272,0.183478154,0.087237062,0.38409526,1023.0,0.481057143,-0.03566113,0.544502231
2022-01-02 04:00:00,47330.76,47418.65,46749.99,46902.11,13039.814,66.1590909090909,0.174643158,0.104444878,0.382163688,999.0,0.5126,0.090431406,0.438732965
2022-01-02 05:00:00,46903.89,47091.58,46821.92,47077.7,7534.557,66.1590909090909,0.197722489,0.097286341,0.378453059,955.0,0.869371429,0.090819477,0.467209412
2022-01-02 06:00:00,47076.58,47250.0,47005.3,47122.49,5991.521,67.77272727272727,0.167307,0.0720072,0.354568178,828.0,0.530116667,0.090037721,0.362404578
2022-01-02 07:00:00,47122.49,47294.01,47085.82,47171.04,4750.668,61.31818181818181,0.195593407,0.09735406,0.37938421,808.0,0.6988,0.118082103,0.535960352
2022-01-02 08:00:00,47171.39,47240.0,46963.66,47211.36,5703.105,71.0,0.175999149,0.099383704,0.361975256,1162.0,0.825254545,0.151282212,0.49718985
2022-01-02 09:00:00,47211.36,47500.0,47135.0,47263.18,8015.488,67.77272727272727,0.168568579,0.077982613,0.357138958,895.0,0.57877,0.129282847,0.470657531
2022-01-02 10:00:00,47263.18,47345.0,47121.53,47175.95,3869.99,71.0,0.182996454,0.074784024,0.364262686,1019.0,0.671961538,0.175152637,0.477533439
2022-01-02 11:00:00,47175.95,47374.7,47148.16,47231.3,4619.824,64.54545454545455,0.223113098,0.093451637,0.380314897,1077.0,0.711275,0.138890888,0.489358453
2022-01-02 12:00:00,47231.29,47453.05,47002.47,47279.57,9127.342,67.77272727272727,0.161557117,0.102742784,0.340545911,1118.0,0.714242857,0.082956577,0.463387139
2022-01-02 13:00:00,47279.58,47291.91,47075.0,47133.07,5431.669,61.31818181818181,0.155993881,0.089067554,0.368455168,1237.0,0.72089,0.105205013,0.506369052
2022-01-02 14:00:00,47133.08,47200.0,47006.66,47110.2,4712.418,66.1590909090909,0.170073534,0.081117465,0.355525695,1302.0,0.487,0.052865101,0.465034728
2022-01-02 15:00:00,47110.2,47400.0,47068.5,47329.68,7520.711,61.31818181818181,0.173812242,0.092884746,0.370882688,1477.0,0.687488235,0.104129226,0.463495301
2022-01-02 16:00:00,47329.68,47888.0,47263.5,47780.0,15064.059,69.38636363636363,0.164646899,0.083572332,0.36269021,1702.0,0.729706667,0.090014461,0.417893537
2022-01-02 17:00:00,47780.01,48000.0,47301.0,47402.3,17209.064,69.38636363636363,0.164452332,0.081829819,0.360972927,1654.0,0.497935294,0.077612253,0.439704795
2022-01-02 18:00:00,47401.6,47408.7,46605.68,47046.95,22919.292,79.06818181818181,0.155441913,0.077611973,0.37854264,1695.0,0.39848,0.095176064,0.488518366
2022-01-02 19:00:00,47046.96,47220.0,46836.6,46908.29,8671.035,67.77272727272727,0.146142857,0.08284968,0.366766375,1470.0,0.545782353,0.04010975,0.521149224
2022-01-02 20:00:00,46908.66,47051.73,46815.75,47012.47,4540.095,72.61363636363636,0.201740746,0.093091715,0.364695911,1399.0,0.663393333,0.069927599,0.412002007
2022-01-02 21:00:00,47012.47,47185.65,46916.95,47023.47,4366.636,75.84090909090908,0.185157977,0.081655519,0.356849874,1441.0,0.62313125,0.13013999,0.472861291
2022-01-02 22:00:00,47020.94,47400.0,47014.81,47261.73,5800.066,79.06818181818181,0.142440506,0.066897383,0.353292248,1317.0,0.9047,0.138834398,0.460506972
2022-01-02 23:00:00,47261.81,47469.46,47261.81,47280.0,5067.558,80.68181818181817,0.157567994,0.079227327,0.371750704,1354.0,0.518486667,0.086640224,0.499879564
2022-01-03 00:00:00,47280.01,47288.28,47050.0,47059.43,5586.727,75.84090909090908,0.19524688,0.111982957,0.382528933,1280.0,0.582275,0.070029521,0.462429621
2022-01-03 01:00:00,47059.44,47137.75,46935.08,47117.42,5019.993,71.0,0.184694056,0.108038282,0.390673318,1128.0,0.8344,0.146611422,0.517494379
2022-01-03 02:00:00,47117.42,47117.43,46850.0,47005.39,7658.849,75.84090909090908,0.187413767,0.105641788,0.361766465,1036.0,0.6363,0.15064006,0.564373213
2022-01-03 03:00:00,47005.38,47100.0,46717.26,46802.86,8026.312,69.38636363636363,0.165783539,0.089136189,0.363616361,1044.0,0.336085714,0.051005921,0.448695948
2022-01-03 04:00:00,46802.86,46944.43,46750.0,46823.58,4363.434,69.38636363636363,0.212679834,0.098977645,0.346577619,999.0,0.8880375,0.10731732,0.512404115
2022-01-03 05:00:00,46823.57,47217.37,46775.0,47083.37,9147.882,64.54545454545455,0.167316055,0.081118766,0.383900147,980.0,0.333775,0.082830237,0.523624489
2022-01-03 06:00:00,47083.37,47105.97,46880.0,46930.85,4343.975,72.61363636363636,0.190834504,0.110789711,0.367357009,1136.0,0.688242857,0.064700166,0.501650947
2022-01-03 07:00:00,46930.85,47077.99,46857.38,47041.11,3477.953,64.54545454545455,0.17183048,0.092040819,0.367700973,1172.0,0.713716667,0.098173908,0.505330057
2022-01-03 08:00:00,47042.77,47133.97,46921.86,46970.01,4450.578,69.38636363636363,0.207934461,0.144528906,0.379679978,1436.0,0.3696375,0.039841495,0.361324974
2022-01-03 09:00:00,46970.01,47100.0,46777.0,46979.01,9170.446,64.54545454545455,0.200320557,0.140905307,0.400144704,1292.0,0.611257143,0.094858481,0.498722601
2022-01-03 10:00:00,46979.02,47249.78,46978.91,47116.89,10762.26,67.77272727272727,0.207968465,0.129700228,0.351171174,1323.0,0.713308333,0.09809021,0.452269756
2022-01-03 11:00:00,47116.15,47436.26,47116.15,47364.11,8852.296,56.47727272727273,0.213462303,0.160554322,0.416112492,1374.0,0.6805625,0.168767645,0.497585969
2022-01-03 12:00:00,47364.11,47575.22,47170.01,47192.64,13865.483,71.0,0.204297778,0.131734265,0.414425671,1620.0,0.31175,0.04250067,0.502883139
2022-01-03 13:00:00,47192.63,47356.2,47123.94,47157.33,6724.003,74.22727272727272,0.226934256,0.159850114,0.418568639,1923.0,0.618377778,0.103828588,0.49778323
2022-01-03 14:00:00,47157.33,47290.0,46781.35,46874.66,19751.2,74.22727272727272,0.231681646,0.155809478,0.409198792,2231.0,0.537757895,0.122860414,0.52042008
2022-01-03 15:00:00,46874.66,47020.0,46560.0,46689.99,17371.377,72.61363636363636,0.250016212,0.177147213,0.408836058,2524.0,0.612968182,0.107887525,0.494540681
2022-01-03 16:00:00,46689.99,46790.77,46260.4,46484.0,24388.613,77.45454545454545,0.216490132,0.148418279,0.415204018,2602.0,0.575433333,0.135965057,0.443298824
2022-01-03 17:00:00,46484.0,46800.0,46402.03,46564.54,12073.409,74.22727272727272,0.210666281,0.122791769,0.386162314,2342.0,0.8023,0.151857668,0.524573509
2022-01-03 18:00:00,46564.53,46735.0,46400.02,46469.49,6768.947,80.68181818181817,0.178918458,0.117441906,0.396345817,2322.0,0.781726316,0.135242608,0.429608381
2022-01-03 19:00:00,46469.49,46646.16,46345.28,46364.55,6132.82,80.68181818181817,0.221055535,0.131596969,0.389861585,2167.0,0.717226316,0.118078066,0.461550606
2022-01-03 20:00:00,46364.56,46416.0,45665.4,45904.74,28570.775,90.36363636363636,0.177767047,0.107042551,0.379576833,2388.0,0.488086667,0.118414811,0.500692664
2022-01-03 21:00:00,45904.75,46250.0,45804.65,45974.5,10716.23,90.36363636363636,0.160240738,0.10329941,0.377041295,2326.0,0.654543478,0.093883725,0.456335632
2022-01-03 22:00:00,45973.72,46449.99,45953.38,46214.28,8795.719,83.9090909090909,0.153788931,0.081946047,0.366500485,2076.0,0.727025,0.130093101,0.456937905
2022-01-03 23:00:00,46214.28,46579.28,46157.38,46445.81,8762.512,77.45454545454545,0.197620298,0.104669853,0.375207215,1960.0,0.696209524,0.134142542,0.487105177
2022-01-04 00:00:00,46445.8,46550.0,46160.0,46251.5,9518.048,80.68181818181817,0.193556643,0.10947624,0.391786904,1702.0,0.697388889,0.158871052,0.466226685
2022-01-04 01:00:00,46251.51,46415.0,46050.0,46065.39,6253.336,87.13636363636363,0.175975498,0.10470735,0.392851737,1543.0,0.8283375,0.098643228,0.465861457
2022-01-04 02:00:00,46065.38,46275.58,45931.61,46111.81,8395.104,72.61363636363636,0.172287467,0.110411436,0.373389292,1526.0,0.463666667,0.090978265,0.337126293
2022-01-04 03:00:00,46111.81,46380.0,46013.13,46313.95,6649.901,71.0,0.211653712,0.116734586,0.390754287,1354.0,0.76873,0.099395695,0.438760748
2022-01-04 04:00:00,46313.95,46417.51,46020.5,46107.5,7571.024,74.22727272727272,0.177452332,0.121200742,0.390106222,1261.0,0.56884,0.228014733,0.452921698
2022-01-04 05:00:00,46107.54,46298.81,46022.1,46151.49,6182.868,74.22727272727272,0.19327008,0.10355997,0.378142416,1057.0,0.81327,0.16669571,0.497784768
2022-01-04 06:00:00,46151.49,46386.17,46062.8,46359.14,6822.426,75.84090909090908,0.2058692,0.117552179,0.358808894,1109.0,-0.3395,0.041198624,0.528969109
2022-01-04 07:00:00,46359.13,46550.89,46304.8,46521.68,8275.239,77.45454545454545,0.184715642,0.088470004,0.360458574,1185.0,0.1775,0.028953886,0.423160954
2022-01-04 08:00:00,46521.69,46690.0,46376.82,46475.02,9523.374,69.38636363636363,0.154740138,0.109930646,0.366035878,1373.0,0.694616667,0.165754823,0.490337528
2022-01-04 09:00:00,46476.1,46580.31,46270.54,46355.2,7613.404,72.61363636363636,0.202721828,0.093215849,0.349213042,1341.0,0.661292308,0.059693989,0.480788196
2022-01-04 10:00:00,46354.27,46750.0,46288.01,46599.84,11875.214,74.22727272727272,0.201928959,0.118498172,0.364596272,1423.0,0.715275,0.114643652,0.484875532
2022-01-04 11:00:00,46599.85,46739.59,46599.84,46709.98,8725.688,74.22727272727272,0.196972796,0.108270276,0.351693925,1446.0,0.578157143,0.135051528,0.474095741
2022-01-04 12:00:00,46709.97,46748.84,46460.17,46628.88,8009.47,72.61363636363636,0.181503903,0.090001616,0.358764162,1584.0,0.400614286,0.104249225,0.49016192
2022-01-04 13:00:00,46628.87,47088.0,46390.84,46933.15,17605.575,82.29545454545455,0.208843434,0.107128255,0.365074646,1618.0,0.703172727,0.122784894,0.485640573
2022-01-04 14:00:00,46933.14,47427.38,46781.93,47303.01,20458.338,77.45454545454545,0.190536578,0.091752511,0.355596586,1844.0,0.554933333,0.090915413,0.519946006
2022-01-04 15:00:00,47303.01,47524.36,46845.0,46925.28,22558.445,79.06818181818181,0.198250321,0.093580913,0.353285617,1887.0,0.7398,0.167621897,0.487528452
2022-01-04 16:00:00,46925.28,46934.1,46635.0,46767.94,17747.146,77.45454545454545,0.207056591,0.08972343,0.362277146,1994.0,0.876373333,0.081687526,0.44282826
2022-01-04 17:00:00,46767.95,46986.54,46523.0,46564.0,10212.957,85.52272727272727,0.189357464,0.079381913,0.362995725,1897.0,0.801144444,0.127251399,0.500334004
2022-01-04 18:00:00,46563.99,46719.93,45445.57,45742.69,35836.936,90.36363636363636,0.210828752,0.090340344,0.335517618,2025.0,0.739635,0.144572682,0.472236424
2022-01-04 19:00:00,45742.7,46450.89,45570.0,46058.09,29098.615,87.13636363636363,0.161639655,0.070735073,0.347629601,1861.0,0.57066,0.083537403,0.480324944
2022-01-04 20:00:00,46058.09,46430.38,45959.47,46267.79,9977.554,85.52272727272727,0.183192905,0.07963247,0.368803919,1711.0,0.741347619,0.144574535,0.46284424
2022-01-04 21:00:00,46266.0,46338.17,46029.5,46230.6,6648.971,91.97727272727272,0.159292527,0.078749048,0.360193681,1630.0,0.6115,0.072380998,0.476628557
2022-01-04 22:00:00,46230.59,46272.62,45963.89,46155.89,6210.366,85.52272727272727,0.19299902,0.084666084,0.352658993,1576.0,0.7378,0.068553315,0.443822213
2022-01-04 23:00:00,46158.63,46160.0,45750.0,45833.42,10379.751,82.29545454545455,0.168266306,0.073619178,0.355434694,1421.0,0.84495,0.165630384,0.509131299
2022-01-05 00:00:00,45833.41,46296.74,45710.23,46260.08,10377.581,74.22727272727272,0.139252594,0.082644685,0.372869458,1477.0,0.717627273,0.161993311,0.521544459
2022-01-05 01:00:00,46260.08,46333.0,46109.51,46112.1,6465.996,67.77272727272727,0.194235859,0.090050717,0.3820115,1326.0,0.685390909,0.04833667,0.469378896
2022-01-05 02:00:00,46112.11,46405.0,46111.29,46291.45,5215.84,74.22727272727272,0.199968612,0.0882689,0.35832611,1278.0,0.670328571,0.146189102,0.548692194
2022-01-05 03:00:00,46291.46,46580.0,46291.44,46409.76,6754.71,67.77272727272727,0.181091712,0.092220732,0.357046415,1283.0,0.40445,0.075266579,0.467443658
2022-01-05 04:00:00,46412.87,46537.0,46349.76,46419.0,5266.075,56.47727272727273,0.208271287,0.093585527,0.358543153,1132.0,0.770353846,0.093567517,0.423197037
2022-01-05 05:00:00,46419.0,46419.0,46243.1,46302.72,4295.105,61.31818181818181,0.193201224,0.06996661,0.378997627,1102.0,0.588857143,0.136747892,0.611524317
2022-01-05 06:00:00,46302.72,46472.67,46250.59,46454.0,4495.17,66.1590909090909,0.184497,0.077639619,0.350690009,1120.0,0.463,0.060899282,0.392965944
2022-01-05 07:00:00,46453.99,46489.97,46325.0,46399.33,4233.442,62.93181818181818,0.194897603,0.080784181,0.354872865,1131.0,0.6449,0.136655473,0.47288816
2022-01-05 08:00:00,46399.34,46677.0,46261.75,46626.53,8680.821,64.54545454545455,0.193746924,0.099894647,0.349825702,1363.0,0.40963,0.016604722,0.544131031
2022-01-05 09:00:00,46624.01,46943.47,46561.75,46850.75,13807.524,67.77272727272727,0.190847082,0.087978244,0.328345976,1148.0,0.465408333,0.049906704,0.423229209
2022-01-05 10:00:00,46850.76,47075.29,46703.0,46809.4,12596.823,66.1590909090909,0.179750893,0.094153028,0.367918688,1106.0,0.55678,0.090757743,0.457991886
2022-01-05 11:00:00,46809.4,46839.91,46095.4,46271.93,19806.41,67.77272727272727,0.201561478,0.092331916,0.347640434,1418.0,0.414154545,0.070980938,0.445738104
2022-01-05 12:00:00,46271.93,46345.01,45900.0,46228.27,19082.758,69.38636363636363,0.151551879,0.065454656,0.345822621,1532.0,0.606083333,0.008791334,0.472025991
2022-01-05 13:00:00,46228.28,46456.57,46100.0,46429.36,14635.57,67.77272727272727,0.207884136,0.084627078,0.364805164,1739.0,0.4505125,0.091502398,0.517631992
2022-01-05 14:00:00,46429.36,46820.83,46123.64,46682.79,28802.675,71.0,0.178931976,0.087345206,0.349488006,2015.0,0.22485625,0.11581143,0.484251068
2022-01-05 15:00:00,46682.79,46811.0,46355.16,46611.46,18778.267,71.0,0.16867294,0.091366439,0.363505006,1962.0,0.587977778,0.131192401,0.467280115
2022-01-05 16:00:00,46611.47,46670.0,46262.34,46308.23,12251.662,74.22727272727272,0.180298152,0.079429153,0.36201359,1836.0,0.500128571,0.067461303,0.486698391
2022-01-05 17:00:00,46308.24,46464.0,45983.93,46007.99,12594.485,80.68181818181817,0.209549518,0.097531349,0.361533155,1973.0,0.56515,0.067409689,0.456344665
2022-01-05 18:00:00,46007.98,46326.8,45550.0,45922.29,40427.037,80.68181818181817,0.144583605,0.062039643,0.334370421,2281.0,0.74731,0.109574997,0.437949127
2022-01-05 19:00:00,45922.29,46126.73,44128.22,44673.22,62937.664,88.75,0.165677245,0.09074364,0.352415517,2273.0,0.503318182,0.15989101,0.458687033
2022-01-05 20:00:00,44671.93,44835.0,43488.77,43958.56,65234.752,127.47727272727272,0.118322597,0.07287473,0.338989356,3078.0,0.693595,0.1657523,0.42441279
2022-01-05 21:00:00,43958.56,44346.31,43250.0,43604.0,30061.822,140.38636363636363,0.079039048,0.061283985,0.344954518,2803.0,0.5188,0.110053966,0.430626212
2022-01-05 22:00:00,43604.01,43785.53,42270.0,43415.84,58049.019,161.36363636363637,0.112382562,0.07107596,0.342484931,3266.0,0.398051852,0.049188044,0.461780892
2022-01-05 23:00:00,43415.84,43671.0,43210.0,43421.69,20626.361,133.9318181818182,0.112235604,0.065976446,0.344708617,2408.0,0.295276471,0.050058024,0.411267428
2022-01-06 00:00:00,43421.7,43749.0,43255.0,43656.0,16523.725,129.0909090909091,0.10855368,0.066002155,0.367151901,2090.0,0.252258824,0.108767075,0.439792098
2022-01-06 01:00:00,43655.99,43766.0,43290.47,43525.91,10856.695,106.5,0.118436893,0.059458341,0.358977435,1829.0,0.60284375,0.128233518,0.500689006
2022-01-06 02:00:00,43525.9,43600.0,43111.0,43248.4,12835.857,108.11363636363636,0.131606957,0.065945039,0.366777685,1826.0,0.280166667,0.037899878,0.474984161
2022-01-06 03:00:00,43248.39,43300.0,42801.0,42817.38,15960.787,117.79545454545452,0.14493676,0.078540688,0.344965213,1812.0,0.328272222,0.083400746,0.43376078
2022-01-06 04:00:00,42821.05,43150.71,42566.73,43007.21,23105.021,119.4090909090909,0.106137017,0.042711734,0.353465463,1868.0,0.492816667,0.124528081,0.492911924
2022-01-06 05:00:00,43007.21,43247.08,42778.71,43038.12,12847.183,108.11363636363636,0.10974015,0.07707277,0.363130297,1750.0,0.477566667,0.089868472,0.469683278
2022-01-06 06:00:00,43038.13,43216.56,42900.0,43091.6,9463.139,109.72727272727272,0.124204167,0.088022624,0.3370057,1513.0,0.43658,0.140900081,0.393746769
2022-01-06 07:00:00,43094.35,43258.82,42982.81,43222.22,8260.544,106.5,0.114401966,0.067935497,0.356929857,1531.0,0.702290909,0.070168166,0.500582192
2022-01-06 08:00:00,43222.22,43253.23,42906.62,43050.0,10357.178,109.72727272727272,0.118195543,0.075247812,0.345712559,2084.0,0.5944,0.118882713,0.41152448
2022-01-06 09:00:00,43050.01,43085.62,42385.83,42591.58,23680.075,111.34090909090908,0.112355294,0.081186306,0.342932907,1744.0,0.36815625,0.105670231,0.440665134
2022-01-06 10:00:00,42591.57,42947.05,42562.74,42874.38,15070.974,114.5681818181818,0.120089276,0.087186459,0.337008718,1896.0,0.656920833,0.143091879,0.44098108
2022-01-06 11:00:00,42874.39,42944.0,42680.0,42865.15,10169.934,114.5681818181818,0.125142617,0.077529874,0.35441158,1755.0,0.3898,0.109871184,0.469330816
2022-01-06 12:00:00,42865.14,43055.0,42629.75,43047.4,14109.144,122.63636363636364,0.135590672,0.078515328,0.358115088,2000.0,0.613242105,0.086498517,0.429876216
2022-01-06 13:00:00,43048.75,43188.0,42882.39,43123.15,13449.994,101.6590909090909,0.141634037,0.07645367,0.341017159,2226.0,0.542647826,0.099751049,0.434658192
2022-01-06 14:00:00,43123.14,43228.73,42752.53,42802.24,17893.438,103.27272727272728,0.167071951,0.082670427,0.359512235,2316.0,0.368278947,0.06640425,0.466803013
2022-01-06 15:00:00,42802.78,43014.87,42650.0,42947.79,16507.19,114.5681818181818,0.142844526,0.093153035,0.352344418,2416.0,0.310882353,0.088216031,0.501104668
2022-01-06 16:00:00,42947.78,43095.49,42742.0,42878.24,12659.744,108.11363636363636,0.126757095,0.076055756,0.336739807,2718.0,0.445877273,0.095556431,0.48578608
2022-01-06 17:00:00,42878.25,43160.0,42785.88,42994.68,10121.939,106.5,0.136116734,0.082935923,0.346488949,2476.0,0.457023077,0.068923583,0.422775284
2022-01-06 18:00:00,42994.0,43430.0,42965.7,43353.88,9777.476,111.34090909090908,0.130601352,0.080967195,0.350293112,2381.0,0.628904762,0.115038725,0.444865877
2022-01-06 19:00:00,43353.89,43488.48,43202.04,43409.03,9662.063,109.72727272727272,0.142591713,0.086459872,0.355029093,2045.0,0.258666667,0.074741296,0.475427147
2022-01-06 20:00:00,43409.03,43564.78,43100.0,43206.67,10734.654,103.27272727272728,0.132721932,0.082236178,0.35201938,1987.0,0.587805882,0.101857643,0.449408331
2022-01-06 21:00:00,43209.99,43233.42,43056.67,43105.1,6063.373,106.5,0.143230456,0.054604175,0.334547992,1973.0,0.41424375,0.078828931,0.47845787
2022-01-06 22:00:00,43105.11,43218.0,43000.0,43163.57,5067.002,109.72727272727272,0.16093452,0.083297439,0.349586705,1715.0,0.399622222,0.042493708,0.395575203
2022-01-06 23:00:00,43163.57,43222.3,43045.73,43080.01,4332.722,103.27272727272728,0.117117654,0.053042148,0.340176515,1613.0,0.470066667,0.139950078,0.480389928
2022-01-07 00:00:00,43080.01,43135.0,42712.41,42787.99,11015.952,106.5,0.134805331,0.058620619,0.354270855,1481.0,0.554575,0.038485306,0.371529202
2022-01-07 01:00:00,42787.99,43026.37,42783.94,42988.26,7152.117,103.73376623376625,0.140980428,0.082653458,0.356641053,1367.0,0.510166667,0.092952922,0.483877238
2022-01-07 02:00:00,42989.13,43017.45,42761.73,42795.77,6078.19,92.66883116883118,0.133968406,0.067770052,0.342113378,1328.0,0.485827273,0.159306246,0.483191456
2022-01-07 03:00:00,42795.77,42821.53,41500.0,41789.97,48253.516,99.5844155844156,0.113632798,0.082826656,0.348244482,1818.0,0.66879375,0.030936701,0.439237062
2022-01-07 04:00:00,41789.97,41888.0,40900.0,41680.0,46655.815,138.31168831168833,0.088422213,0.059290725,0.345807425,2333.0,0.477081818,0.142521195,0.489788625
2022-01-07 05:00:00,41679.99,41931.0,41512.47,41835.97,17172.394,121.71428571428572,0.143392195,0.077947301,0.356042384,1781.0,0.143566667,0.113156798,0.523173275
2022-01-07 06:00:00,41835.97,41835.97,41400.0,41520.0,14161.703,124.48051948051948,0.105137484,0.059474906,0.335647986,1610.0,0.898542857,0.161696087,0.518003743
2022-01-07 07:00:00,41520.0,41720.0,41216.26,41691.61,18990.127,124.48051948051948,0.103940409,0.054535696,0.364604955,1547.0,0.439666667,0.095077185,0.447837495
2022-01-07 08:00:00,41699.41,42960.0,41601.96,42089.3,31513.777,121.71428571428572,0.149417381,0.077524969,0.346821378,2009.0,0.483927273,0.116228447,0.433527403
2022-01-07 09:00:00,42089.3,42633.0,42060.03,42409.0,13818.868,116.1818181818182,0.166331572,0.104660102,0.336107474,1591.0,0.19615,0.086556129,0.471911048
2022-01-07 10:00:00,42409.0,42529.65,42166.0,42167.9,9276.706,109.26623376623375,0.13143488,0.090189063,0.353395517,1629.0,0.546885185,0.105784215,0.426007059
2022-01-07 11:00:00,42167.89,42345.63,42156.0,42249.99,7178.342,112.03246753246754,0.123549725,0.085829122,0.334629361,1627.0,0.627284615,0.097076885,0.549143588
2022-01-07 12:00:00,42250.0,42493.69,42250.0,42393.02,8189.847,109.26623376623375,0.141702795,0.088972238,0.351467595,1759.0,0.571678261,0.084419759,0.437575773
2022-01-07 13:00:00,42393.02,42791.45,41059.98,41471.53,47310.472,109.26623376623375,0.148625895,0.076815686,0.348265277,2231.0,0.515165,0.114102618,0.479907862
2022-01-07 14:00:00,41474.25,42119.78,41379.49,41876.11,24776.73,116.1818181818182,0.104802968,0.079048946,0.348617435,2485.0,0.3559,0.065185147,0.432863545
2022-01-07 15:00:00,41876.12,41900.0,40456.56,41297.41,50819.748,121.71428571428572,0.147413368,0.070550737,0.354630366,2760.0,0.582006667,0.106836676,0.481840033
