,Close,Volume,google_trends,tw_compound,tw_polarity,tw_subjectivity,tweet_volume,re_compound,re_polarity,re_subjectivity
09/02/2022 16:00,44070,18337.923,85.74517714,0.207596884,0.08621672,0.404297771,2634,0.583657378,0.149048462,0.450526161
09/02/2022 17:00,44044.33,10243.042,83.18561961,0.203639002,0.092878575,0.39270873,2687,0.435319577,0.082743237,0.427545416
09/02/2022 18:00,44146.75,6153.882,90.86429219,0.18143439,0.081878988,0.390360912,2459,0.84436876,0.130546837,0.493564597
09/02/2022 19:00,44455.07,21437.121,95.98340724,0.184373093,0.091479724,0.383333752,2456,0.716951563,0.142124492,0.464396464
09/02/2022 20:00,44743.28,12588.713,92.14407095,0.248784833,0.116109884,0.40771993,2426,0.457362069,0.158039822,0.490343367
09/02/2022 21:00,44443.01,7799.855,101.1025223,0.194088417,0.100428724,0.410321453,2194,0.723842607,0.055790524,0.454060023
09/02/2022 22:00,44531.19,8265.941,108.7811949,0.172128309,0.082271195,0.41201012,1868,0.310998228,0.121246433,0.514427582
09/02/2022 23:00,44358.08,6491.885,94.70362848,0.179014566,0.076588481,0.405528424,1787,0.884928306,0.106667006,0.503053303
10/02/2022 00:00,44099.88,9866.844,85.74517714,0.176900469,0.096667835,0.394561296,1747,0.597661316,0.176830111,0.490778958
10/02/2022 01:00,44239.02,5890.685,72.9473895,0.195988188,0.098455956,0.394267816,1574,0.507158532,0.127822098,0.471899258
10/02/2022 02:00,43773.22,9955.809,75.50694703,0.215929683,0.088656526,0.389174145,1718,0.557329583,0.099004319,0.416371707
10/02/2022 03:00,43748.78,12978.035,84.46539837,0.223953125,0.115105528,0.399252119,1473,0.574835426,-0.030920493,0.599292909
10/02/2022 04:00,43760.77,10723.951,79.34628332,0.160908917,0.087833511,0.38294504,1303,0.589177684,0.035699379,0.451984375
10/02/2022 05:00,43851.95,5910.006,81.90584085,0.230433641,0.102719718,0.398760503,1291,0.842687591,0.080013288,0.422447174
10/02/2022 06:00,43849.58,9415.692,81.90584085,0.179939803,0.084354277,0.392171277,1286,0.512363158,0.122579616,0.324277322
10/02/2022 07:00,44066.19,6247.911,79.34628332,0.217856494,0.094997482,0.380390358,1352,0.718208738,0.101002506,0.646872389
10/02/2022 08:00,44189.67,10311.959,72.9473895,0.198448932,0.106189176,0.350878612,1720,0.749965919,0.116290818,0.515716762
10/02/2022 09:00,44377.2,11152.315,71.66761074,0.225801288,0.136745401,0.401833726,1511,0.50525538,0.065575471,0.53145892
10/02/2022 10:00,44627.62,17805.646,69.10805321,0.199293439,0.092053562,0.401105778,1419,0.670209212,0.156769261,0.518640816
10/02/2022 11:00,44815.74,31248.632,80.62606208,0.203425096,0.128825787,0.405720841,1641,0.631922912,0.101816228,0.569603683
10/02/2022 12:00,44797.71,21040.359,72.9473895,0.201172603,0.085001035,0.394447959,1798,0.514560271,0.088878113,0.440219924
10/02/2022 13:00,43628.82,66839.151,84.46539837,0.178674429,0.075310144,0.402192428,2626,0.383524299,0.083690952,0.502882934
10/02/2022 14:00,44367.8,57455.525,93.42384971,0.168782373,0.070469678,0.385094432,2988,0.521571583,0.083939376,0.480411801
10/02/2022 15:00,44936.02,82953.469,89.58451342,0.19979,0.080534518,0.398274815,3267,0.623578716,0.120679293,0.471984939
10/02/2022 16:00,45367.15,36631.383,92.14407095,0.217453543,0.10555974,0.402197344,2639,0.749325592,0.086889042,0.338212581
10/02/2022 17:00,45314.45,36320.315,95.98340724,0.189202246,0.088571676,0.40069942,2419,0.651383822,0.165709629,0.535661369
10/02/2022 18:00,45199,21353.058,87.0249559,0.240596891,0.095033317,0.398744946,2220,0.545269918,0.136845005,0.522828931
10/02/2022 19:00,44355.73,24424.477,88.30473466,0.234419317,0.099727036,0.393497108,2084,0.530418396,0.087715147,0.450367505
10/02/2022 20:00,44077.47,29918.539,99.82274353,0.213541201,0.102834867,0.415170766,1912,0.801101685,0.095534878,0.484234887
10/02/2022 21:00,43721.65,17189.118,103.6620798,0.198496788,0.114931571,0.414302548,1849,0.610749784,0.093733897,0.493043194
10/02/2022 22:00,43935.02,11686.105,83.18561961,0.176410609,0.098362322,0.387321803,1636,0.731892857,0.045628631,0.47746224
10/02/2022 23:00,43471.29,16603.091,83.18561961,0.180410268,0.096634663,0.382614858,1859,0.371360129,0.080143909,0.407749759
11/02/2022 00:00,43012.98,31627.039,80.62606208,0.195080626,0.110382924,0.405361143,1948,0.483546608,0.017947278,0.475255525
11/02/2022 01:00,43162.02,24411.135,81.6731538,0.162550817,0.087386557,0.401495803,1665,0.608438006,0.142463556,0.418394017
11/02/2022 02:00,43104.41,9955.251,79.57897037,0.175705373,0.097881622,0.411725472,1586,0.3601225,0.188854809,0.454771411
11/02/2022 03:00,43310.87,10817.521,76.43769522,0.206068039,0.091537345,0.369768593,1406,0.617349057,0.100719246,0.410279728
11/02/2022 04:00,43068,8836.486,69.10805321,0.188011778,0.094492386,0.402019011,1250,0.224460057,-0.016119281,0.487400405
11/02/2022 05:00,42826,7649.09,73.29642007,0.234552591,0.104225952,0.417640341,1171,0.973236207,0.158095663,0.524190434
11/02/2022 06:00,43214.64,9307.475,84.81442894,0.245451482,0.119366923,0.390879225,1184,0.9313,0.139285714,0.405952381
11/02/2022 07:00,43330.46,8341.553,77.48478694,0.260669831,0.132513725,0.413034258,1391,0.504132792,0.143758868,0.495234626
