Open time,Open,High,Low,Close,Volume,Close time,Quote asset volume,Number of trades,Taker buy base asset volume,Taker buy quote asset volume,Ignore
2022-03-01 00:00:00,43155.0,43790.0,43150.3,43548.7,24064.483,2022-03-01 00:59:59,1044751996.0,233310,12540.728,544576603.9,0
2022-03-01 01:00:00,43548.6,43615.3,43215.1,43254.1,12130.047,2022-03-01 01:59:59,525968879.1,130492,5373.979,233032787.1,0
2022-03-01 02:00:00,43254.1,43294.7,42954.0,43148.9,14401.448,2022-03-01 02:59:59,620789542.1,141956,6652.274,286767192.7,0
2022-03-01 03:00:00,43149.4,43190.0,42850.0,43140.8,9922.937,2022-03-01 03:59:59,427003325.0,112773,4936.45,212468791.6,0
2022-03-01 04:00:00,43140.9,43401.6,43062.2,43323.5,9700.152,2022-03-01 04:59:59,419382948.1,97333,5177.807,223881182.2,0
2022-03-01 05:00:00,43323.5,43379.4,43129.1,43196.0,6263.044,2022-03-01 05:59:59,270722494.9,76337,2708.788,117102593.3,0
2022-03-01 06:00:00,43198.0,43477.8,43023.2,43439.6,11378.309,2022-03-01 06:59:59,492445348.4,123962,6006.546,259999356.1,0
2022-03-01 07:00:00,43439.6,43555.0,43262.4,43471.7,9665.342,2022-03-01 07:59:59,419710041.2,113859,4656.902,202251104.9,0
2022-03-01 08:00:00,43471.7,43755.0,43280.0,43478.7,14614.504,2022-03-01 08:59:59,635366792.6,162590,7502.803,326287609.9,0
2022-03-01 09:00:00,43478.4,43481.3,43115.0,43253.1,11130.382,2022-03-01 09:59:59,481910662.8,130202,5117.762,221618948.5,0
2022-03-01 10:00:00,43253.0,43582.0,42765.4,43569.9,22570.4,2022-03-01 10:59:59,975025508.7,229376,11256.214,486538064.2,0
2022-03-01 11:00:00,43569.9,44000.0,43320.6,43599.9,25795.431,2022-03-01 11:59:59,1124153110.0,246953,13424.726,585251011.2,0
2022-03-01 12:00:00,43600.0,44697.9,43558.6,44609.6,51803.331,2022-03-01 12:59:59,2292300407.0,499212,27115.943,1199905265.0,0
2022-03-01 13:00:00,44609.1,44935.0,44381.3,44389.5,38250.191,2022-03-01 13:59:59,1707062352.0,375911,19256.693,859670042.0,0
2022-03-01 14:00:00,44389.6,44643.9,43647.8,43796.9,37329.946,2022-03-01 14:59:59,1646989299.0,364495,17748.757,783199775.8,0
2022-03-01 15:00:00,43797.0,44052.5,43324.8,43625.9,36202.475,2022-03-01 15:59:59,1582125789.0,351203,17557.408,767538937.0,0
2022-03-01 16:00:00,43626.0,44120.5,43202.1,43380.1,29232.42,2022-03-01 16:59:59,1273329818.0,287826,14613.045,636742967.5,0
2022-03-01 17:00:00,43380.2,43847.0,43241.1,43632.6,17604.534,2022-03-01 17:59:59,766093834.2,186424,9140.292,397828110.2,0
2022-03-01 18:00:00,43632.5,43870.0,43421.1,43785.0,11559.022,2022-03-01 18:59:59,504363287.1,126227,5937.571,259128386.0,0
2022-03-01 19:00:00,43784.9,44038.0,43635.5,43693.7,11642.165,2022-03-01 19:59:59,510176274.3,133698,5654.041,247856229.3,0
2022-03-01 20:00:00,43693.8,44098.9,43666.0,44056.3,12986.301,2022-03-01 20:59:59,569967938.4,143020,6833.508,299949102.1,0
2022-03-01 21:00:00,44057.9,44259.0,43705.0,43856.9,13310.337,2022-03-01 21:59:59,585195372.0,145046,6829.936,300336784.4,0
2022-03-01 22:00:00,43856.9,44197.8,43725.5,44128.3,6641.144,2022-03-01 22:59:59,292100414.8,83508,3374.113,148402517.5,0
2022-03-01 23:00:00,44128.2,44500.0,44025.1,44394.1,10285.301,2022-03-01 23:59:59,455134422.7,114680,5537.287,245078881.7,0
2022-03-02 00:00:00,44393.6,44744.0,43912.9,44259.0,19414.017,2022-03-02 00:59:59,860221094.2,206315,9186.856,407152932.8,0
2022-03-02 01:00:00,44258.9,44380.8,43817.0,44011.3,11881.433,2022-03-02 01:59:59,523120501.9,134981,5664.19,249388279.7,0
2022-03-02 02:00:00,44011.3,44295.4,43850.7,44212.2,9640.453,2022-03-02 02:59:59,424745666.8,110838,5088.855,224248503.3,0
2022-03-02 03:00:00,44212.3,44543.1,44063.9,44319.0,12563.278,2022-03-02 03:59:59,556940352.3,140555,6683.336,296325517.3,0
2022-03-02 04:00:00,44320.3,44525.0,44122.6,44235.1,10602.058,2022-03-02 04:59:59,470230360.6,120116,5118.412,227086066.8,0
2022-03-02 05:00:00,44235.0,44343.5,44055.8,44260.0,7214.716,2022-03-02 05:59:59,318945604.7,86559,3545.56,156778456.6,0
2022-03-02 06:00:00,44260.0,44381.9,43857.1,43920.0,9068.908,2022-03-02 06:59:59,399765818.6,107790,4014.179,176998750.5,0
2022-03-02 07:00:00,43920.1,43965.0,43646.0,43963.0,14772.175,2022-03-02 07:59:59,647285663.7,158850,7419.646,325152956.5,0
