Open time,Open,High,Low,Close,Volume,Close time,Quote asset volume,Number of trades,Taker buy base asset volume,Taker buy quote asset volume,Ignore
27/04/2022 01:00,38093.7,38243.2,37844.5,38152.6,12325.045,27/04/2022 01:59,469450088.2,138006,6214.118,236764725.5,0
27/04/2022 02:00,38152.7,38300,38140.8,38289,7252.431,27/04/2022 02:59,277211329.1,81443,3696.2,141295692,0
27/04/2022 03:00,38289.1,38409.9,38240.1,38398.2,6225.568,27/04/2022 03:59,238614395.3,73619,3279.375,125709765.4,0
27/04/2022 04:00,38398.1,38460.8,38300,38324.9,7182.327,27/04/2022 04:59,275635951.5,77084,3148.581,120862330.1,0
27/04/2022 05:00,38324.8,38440,38282.2,38386.1,4816.644,27/04/2022 05:59,184822970,54359,2479.846,95165680.68,0
27/04/2022 06:00,38386.1,38544,38342.5,38381.7,6518.756,27/04/2022 06:59,250518587,72391,3255.125,125117848.8,0
27/04/2022 07:00,38381.7,38688.5,38369.2,38622.6,9829.368,27/04/2022 07:59,378837024.3,106950,5310.533,204702398.1,0
27/04/2022 08:00,38622.6,39070,38578.5,39064.8,18833.38,27/04/2022 08:59,730058832.7,177945,10494.185,406980166,0
27/04/2022 09:00,39070,39215.7,38655,38960.8,34041.848,27/04/2022 09:59,1326944079,287770,15997.657,623845749.3,0
27/04/2022 10:00,38960.8,39096,38782.8,39033.5,14840.339,27/04/2022 10:59,578194362.2,145659,7266.496,283183238.1,0
27/04/2022 11:00,39033.6,39138.4,38931,39085.2,9658.238,27/04/2022 11:59,376957267.5,105076,4799.763,187359407.3,0
27/04/2022 12:00,39085.3,39100,38614.3,38998.5,23005.518,27/04/2022 12:59,894025382,205663,11664.294,453344323,0
27/04/2022 13:00,38998.5,39125,38845.7,38882.7,16554.42,27/04/2022 13:59,645301187.1,160599,8127.333,316871436,0
27/04/2022 14:00,38882.7,39470,38748.6,39317.2,37796.361,27/04/2022 14:59,1480547232,320513,20106.592,787784353.6,0
27/04/2022 15:00,39317.2,39384,38402,38657.4,54449.528,27/04/2022 15:59,2108561496,465164,26341.492,1020004207,0
27/04/2022 16:00,38657.5,39133.5,38616.7,38990.3,26832.687,27/04/2022 16:59,1043122450,244870,14787.833,574977964.9,0
27/04/2022 17:00,38990.3,39296,38900,39178.1,21341.114,27/04/2022 17:59,835603264.5,213060,10692.312,418673207,0
27/04/2022 18:00,39178.2,39238.8,38941,39094.4,16506.348,27/04/2022 18:59,644831084.9,159435,8289.36,323892645.2,0
27/04/2022 19:00,39094.4,39176.1,38728.4,38779.5,11669.615,27/04/2022 19:59,454678948,120741,5220.16,203471907.4,0
27/04/2022 20:00,38779.6,38888,38650,38836.8,13231.826,27/04/2022 20:59,512814533.3,140477,7145.676,276974819,0
27/04/2022 21:00,38837.8,39259.9,38810.1,39080,14476.008,27/04/2022 21:59,565797064.2,142256,7566.895,295758152.9,0
27/04/2022 22:00,39080,39393.9,39055.3,39203.7,7650.481,27/04/2022 22:59,299805262.2,94075,4196.002,164480966,0
27/04/2022 23:00,39204,39250,38950.1,39050.1,6172.085,27/04/2022 23:59,241392623.5,79298,2315.502,90571175.63,0
28/04/2022 00:00,39050,39267,39033,39209,4435.43,28/04/2022 00:59,173718713,60045,2387.325,93503250.22,0
