Open time,Open,High,Low,Close,Volume,Close time,Quote asset volume,Number of trades,Taker buy base asset volume,Taker buy quote asset volume,Ignore
2022-06-01 01:00:00,31797.9,31986.1,31680.0,31925.5,13588.888,2022-06-01 01:59:59,432640301.1,132462,6894.888,219572827.0,0
2022-06-01 02:00:00,31925.5,31938.6,31825.7,31914.9,5821.94,2022-06-01 02:59:59,185599751.9,69205,2715.666,86580651.16,0
2022-06-01 03:00:00,31914.9,31915.0,31710.0,31794.1,9097.811,2022-06-01 03:59:59,289264655.6,89465,3901.611,124065459.0,0
2022-06-01 04:00:00,31794.2,31799.7,31610.1,31624.0,8818.013,2022-06-01 04:59:59,279394225.6,90844,3780.161,119767098.2,0
2022-06-01 05:00:00,31624.0,31666.0,31358.0,31556.4,18360.186,2022-06-01 05:59:59,578557600.9,158651,8967.395,282587008.5,0
2022-06-01 06:00:00,31556.5,31624.9,31435.0,31612.9,8112.276,2022-06-01 06:59:59,255888616.9,94234,4290.744,135365714.0,0
2022-06-01 07:00:00,31612.8,31664.8,31553.6,31575.8,7130.73,2022-06-01 07:59:59,225361110.8,76172,3484.696,110134867.4,0
2022-06-01 08:00:00,31575.8,31633.3,31461.0,31479.6,10060.313,2022-06-01 08:59:59,317270520.6,99607,4676.719,147524026.9,0
2022-06-01 09:00:00,31479.6,31634.6,31436.0,31605.6,9502.609,2022-06-01 09:59:59,299832817.3,98254,5196.695,163978082.4,0
2022-06-01 10:00:00,31605.7,31700.0,31595.8,31680.1,7450.303,2022-06-01 10:59:59,235808483.7,82844,3767.46,119255220.5,0
2022-06-01 11:00:00,31680.1,31698.1,31519.0,31538.6,10141.802,2022-06-01 11:59:59,320380255.7,84405,4318.278,136406547.5,0
2022-06-01 12:00:00,31538.5,31653.0,31427.5,31596.0,17382.499,2022-06-01 12:59:59,548147539.4,149794,8985.892,283398592.3,0
2022-06-01 13:00:00,31596.0,31826.7,31515.4,31709.2,17834.999,2022-06-01 13:59:59,565024417.4,160737,9436.75,298960883.7,0
2022-06-01 14:00:00,31709.2,31888.0,31634.4,31719.4,22789.15,2022-06-01 14:59:59,723833256.1,205275,11120.853,353291596.9,0
2022-06-01 15:00:00,31719.5,31802.8,30920.0,31160.5,57636.043,2022-06-01 15:59:59,1804235687.0,451954,26405.507,826603352.4,0
2022-06-01 16:00:00,31160.4,31220.0,30710.1,30733.7,48186.881,2022-06-01 16:59:59,1489650263.0,399936,22040.53,681584010.8,0
2022-06-01 17:00:00,30733.6,30745.0,30273.8,30409.7,59031.571,2022-06-01 17:59:59,1800779743.0,463966,28046.981,855706236.5,0
2022-06-01 18:00:00,30409.6,30422.6,29874.4,30163.2,63736.18,2022-06-01 18:59:59,1919954183.0,471468,30306.468,912954535.6,0
2022-06-01 19:00:00,30163.3,30440.0,30108.6,30165.4,35768.636,2022-06-01 19:59:59,1082959472.0,256873,17970.55,544263028.3,0
2022-06-01 20:00:00,30165.3,30339.2,30000.0,30116.5,23205.486,2022-06-01 20:59:59,700193353.9,188607,11156.918,336723771.9,0
2022-06-01 21:00:00,30116.5,30151.2,29300.0,29623.6,55555.781,2022-06-01 21:59:59,1650222192.0,372650,25296.152,751448058.6,0
2022-06-01 22:00:00,29623.5,29759.9,29562.3,29582.7,14707.463,2022-06-01 22:59:59,436444193.8,139296,6806.863,202031320.3,0
2022-06-01 23:00:00,29582.8,29755.0,29500.0,29731.5,12366.562,2022-06-01 23:59:59,366392234.3,125117,6471.818,191745968.9,0
2022-06-02 00:00:00,29731.4,30072.5,29709.7,29796.9,20706.634,2022-06-02 00:59:59,618896396.7,166883,10852.571,324377440.7,0
2022-06-02 01:00:00,29796.9,29818.3,29566.1,29671.2,17560.479,2022-06-02 01:59:59,521449487.5,145699,8589.67,255147628.2,0
2022-06-02 02:00:00,29671.3,29878.8,29629.6,29797.0,8801.135,2022-06-02 02:59:59,262138923.1,99772,4470.349,133163534.4,0
2022-06-02 03:00:00,29796.9,29899.9,29761.5,29809.9,6874.906,2022-06-02 03:59:59,204991636.7,77163,3062.571,91328292.47,0
2022-06-02 04:00:00,29809.9,29843.9,29690.0,29718.4,8046.347,2022-06-02 04:59:59,239464755.0,90877,3624.197,107877858.7,0
2022-06-02 05:00:00,29718.5,29812.3,29633.2,29799.9,7348.653,2022-06-02 05:59:59,218508571.7,85574,3667.341,109064329.0,0
2022-06-02 06:00:00,29799.8,29877.7,29674.8,29860.0,8316.467,2022-06-02 06:59:59,247730023.6,102462,4342.123,129359048.9,0
2022-06-02 07:00:00,29860.0,29967.0,29790.5,29898.6,7778.948,2022-06-02 07:59:59,232326129.2,84585,4169.925,124577221.8,0
2022-06-02 08:00:00,29898.6,30113.5,29884.6,29952.8,13589.639,2022-06-02 08:59:59,407395192.9,151363,7104.575,213002421.9,0
2022-06-02 09:00:00,29952.8,30005.2,29900.0,29922.2,7160.419,2022-06-02 09:59:59,214463281.2,89165,3487.887,104477321.6,0
2022-06-02 10:00:00,29922.2,30003.4,29852.1,29917.7,8236.011,2022-06-02 10:59:59,246445760.7,93388,4089.254,122381625.8,0
2022-06-02 11:00:00,29917.7,30188.8,29845.2,30016.8,16376.673,2022-06-02 11:59:59,491035808.7,140999,8909.93,267240696.6,0
