Open time,Open,High,Low,Close,Volume,Close time,Quote asset volume,Number of trades,Taker buy base asset volume,Taker buy quote asset volume,Ignore
2022-02-01 00:00:00,38439.04,38611.57,38250.63,38326.19,10250.981,2022-02-01 00:59:59,393525108.4,98168,5162.339,198202201.3,0
2022-02-01 01:00:00,38326.18,38388.21,38145.0,38223.22,5990.06,2022-02-01 01:59:59,229173943.3,68166,2804.506,107328133.2,0
2022-02-01 02:00:00,38223.22,38500.26,38186.2,38458.41,7214.725,2022-02-01 02:59:59,276831425.9,73582,4413.919,169363023.5,0
2022-02-01 03:00:00,38458.41,38630.0,38370.0,38570.11,6826.553,2022-02-01 03:59:59,262852823.3,75369,3692.791,142229544.0,0
2022-02-01 04:00:00,38570.1,38625.0,38447.0,38541.68,4981.112,2022-02-01 04:59:59,191911591.6,58005,2346.931,90426293.0,0
2022-02-01 05:00:00,38541.68,38613.2,38410.4,38433.9,5733.775,2022-02-01 05:59:59,220901741.7,58761,2797.229,107795181.7,0
2022-02-01 06:00:00,38433.9,38474.01,38220.08,38275.0,10724.609,2022-02-01 06:59:59,410895726.7,106676,5169.764,198076596.4,0
2022-02-01 07:00:00,38275.01,38449.98,38268.08,38420.65,5729.385,2022-02-01 07:59:59,219899004.1,68035,3112.202,119449248.2,0
2022-02-01 08:00:00,38420.65,38589.95,38381.49,38576.82,7566.812,2022-02-01 08:59:59,291387665.4,81195,4010.35,154448856.7,0
2022-02-01 09:00:00,38576.48,39100.0,38202.47,38239.32,45174.636,2022-02-01 09:59:59,1745576527.0,397118,23821.296,921040348.9,0
2022-02-01 10:00:00,38239.36,38349.84,37969.0,38231.36,20070.874,2022-02-01 10:59:59,765939166.4,182907,9917.874,378570104.1,0
2022-02-01 11:00:00,38231.36,38463.0,38185.0,38402.86,11095.889,2022-02-01 11:59:59,425424827.4,114063,5914.75,226787892.9,0
2022-02-01 12:00:00,38402.86,38739.96,38340.0,38624.67,15169.588,2022-02-01 12:59:59,584962160.7,161753,7762.542,299366424.2,0
2022-02-01 13:00:00,38624.67,38934.96,38421.67,38840.98,23451.244,2022-02-01 13:59:59,907782997.5,226088,12017.768,465311962.9,0
2022-02-01 14:00:00,38844.85,39049.43,38320.7,38492.1,34532.24,2022-02-01 14:59:59,1336136684.0,342988,17113.249,662292965.9,0
2022-02-01 15:00:00,38492.11,38630.0,38170.89,38604.97,27888.846,2022-02-01 15:59:59,1069964533.0,282744,14057.979,539479624.7,0
2022-02-01 16:00:00,38605.26,39260.26,38566.4,39092.04,33398.611,2022-02-01 16:59:59,1299429946.0,335125,18277.98,711371609.9,0
2022-02-01 17:00:00,39092.05,39150.0,38632.0,38846.32,22084.587,2022-02-01 17:59:59,858408722.2,233225,10718.922,416602806.1,0
2022-02-01 18:00:00,38846.32,38896.05,38443.7,38516.49,11199.115,2022-02-01 18:59:59,433419527.0,128708,5226.475,202351678.1,0
2022-02-01 19:00:00,38516.49,38581.86,38322.0,38356.04,12355.151,2022-02-01 19:59:59,474884727.9,140089,5926.509,227810732.2,0
